﻿﻿﻿﻿chapter,arabic,korean,example_sentence,sentence_korean
13과,يَجِبُ,해야한다,يَجِبُ أَنْ تَصِلَ إِلَى الْمَحَطَّةِ فِي أَقْرَبِ وَقْتٍ مُمْكِنٍ.,너는 가능한 한 빨리 역에 도착(해야 한다).
13과,تَصِلَ,도착,يَجِبُ أَنْ تَصِلَ إِلَى الْمَحَطَّةِ.,너는 역에 (도착)해야 한다.
13과,لَا يَجِبُ,필요없다,لَا يَجِبُ أَنْ تَنْظُرَ فِي طَلَبِهِمْ.,너는 그들의 요청을 검토할 (필요 없다). (문맥상 부정 의무)
13과,تَنْظُرَ,검토할,لَا يَجِبُ أَنْ تَنْظُرَ فِي طَلَبِهِمْ.,너는 그들의 요청을 (검토할/고려할) 필요 없다.
13과,وَافَقَ,동의했다,وَافَقَ رَئِيسُ الشَّرِكَةِ عَلَى أَنْ يُوَظِّفَهُمْ.,회사 사장은 그들을 고용하는 데 (동의했다).
13과,يُوَظِّفَهُمْ,고용하는,وَافَقَ رَئِيسُ الشَّرِكَةِ عَلَى أَنْ يُوَظِّفَهُمْ.,회사 사장은 그들을 (고용하는) 데 동의했다.
13과,تُرِيدُ,원하니,أَ تُرِيدُ الْأُمُّ ابْنَهَا أَنْ يَكُونَ طَبِيبًا.,어머니는 아들이 의사가 되기를 (원하니/원한다).
13과,يَكُونَ,되기를,أَنْ يَكُونَ طَبِيبًا.,의사가 (되기를).
13과,نَسِيتُ,잊었다,نَسِيتُ أَنْ أَكْتُبَ رِسَالَةً لِصَدِيقِي.,나는 친구에게 편지 쓰는 것을 (잊었다).
13과,أَكْتُبَ,쓰는,نَسِيتُ أَنْ أَكْتُبَ رِسَالَةً.,나는 편지 (쓰는) 것을 잊었다.
13과,أَتَمَكَّنْ,수없었다,لَمْ أَتَمَكَّنْ مِنْ أَنْ أَذْهَبَ إِلَى الْمَدْرَسَةِ بِسَبَبِ مَرَضِي.,나는 병 때문에 학교에 갈 (수 없었다).
13과,لَا يُمْكِنُنِي,수없다,لَا يُمْكِنُنِي أَنْ أُسَاعِدَكَ فِي كُلِّ شَيْءٍ.,나는 모든 일에서 너를 도와줄 (수 없다).
13과,أُسَاعِدَكَ,도와줄,لَا يُمْكِنُنِي أَنْ أُسَاعِدَكَ.,나는 너를 (도와줄) 수 없다.
13과,أَتَمَنَّى,바란다,أَتَمَنَّى أَنْ تَحْصُلَ عَلَى دَرَجَاتٍ جَيِّدَةٍ فِي الِامْتِحَانِ.,나는 네가 시험에서 좋은 성적을 받기를 (바란다).
13과,تَحْصُلَ,받기를,أَنْ تَحْصُلَ عَلَى دَرَجَاتٍ جَيِّدَةٍ.,좋은 성적을 (받기를).
13과,يَجِبُ,해야한다,يَجِبُ أَلَّا تَشْرَبَ الْخَمْرَ مِنْ أَجْلِ صِحَّتِكَ.,너는 건강을 위해 술을 마시지 말아(야 한다).
13과,تَشْرَبَ,마시지,يَجِبُ أَلَّا تَشْرَبَ الْخَمْرَ.,너는 술을 (마시지) 말아야 한다.
13과,أَسْتَطِعْ,수없었다,لَمْ أَسْتَطِعْ أَنْ أُغَيِّرَ أُسْلُوبَ حَيَاتِي.,나는 내 생활 방식을 바꿀 (수 없었다).
13과,أُغَيِّرَ,바꿀,لَمْ أَسْتَطِعْ أَنْ أُغَيِّرَ أُسْلُوبَ حَيَاتِي.,나는 내 생활 방식을 (바꿀) 수 없었다.
13과,تَرْجَمَ,번역했다,تَرْجَمَ الْعَرَبُ عَنِ الْيُونَانِيَّةِ كُتُبًا كَثِيرَةً فِي الْفَلْسَفَةِ وَالطِّبِّ.,아랍인들은 그리스어에서 철학과 의학에 관한 많은 책들을 (번역했다).
13과,الْيُونَانِيَّةِ,그리스어,تَرْجَمَ الْعَرَبُ عَنِ الْيُونَانِيَّةِ.,아랍인들은 (그리스어)에서 번역했다.
13과,طَمْأَنَ,안심시켰다,طَمْأَنَ الطَّبِيبُ الْمَرِيضَ، وَقَالَ لَهُ لَا تَقْلَقْ كَثِيرًا. حَالَتُكَ لَيْسَتْ خَطِيرَةً.,"의사는 환자를 (안심시켰다), 그리고 그에게 말했다 너무 걱정 마세요. 당신 상태는 위험하지 않습니다."
13과,تَقْلَقْ,걱정,لَا تَقْلَقْ كَثِيرًا.,너무 (걱정) 마세요.
13과,يُسَيْطِرَ,지배해야,يَجِبُ أَلَّا يُسَيْطِرَ الْيَأْسُ عَلَى الْإِنْسَانِ.,절망이 인간을 (지배해야) 하지 않는다 (지배해서는 안 된다).
13과,الْيَأْسُ,절망,يَجِبُ أَلَّا يُسَيْطِرَ الْيَأْسُ عَلَى الْإِنْسَانِ.,(절망)이 인간을 지배해서는 안 된다.
13과,أَصْبَحَ,되었다,أَصْبَحَ مُهَنْدِسًا بَعْدَ مَا تَخَرَّجَ فِي الْجَامِعَةِ.,그는 대학을 졸업한 후 엔지니어가 (되었다).
13과,تَخَرَّجَ,졸업한,بَعْدَ مَا تَخَرَّجَ فِي الْجَامِعَةِ.,대학을 (졸업한) 후.
13과,دَحْرَجَ,굴렸다,دَحْرَجَ الْحَجَرَ لِيَفْتَحَ الْبَابَ.,그는 문을 열기 위해 돌을 (굴렸다).
13과,لِيَفْتَحَ,열기,لِيَفْتَحَ الْبَابَ.,문을 (열기) 위해.
14과,انْصَرَفَ,떠났다,انْصَرَفَ عَنِ الِاجْتِمَاعِ فَجْأَةً.,그는 갑자기 회의에서 (떠났다/물러갔다).
14과,فَجْأَةً,갑자기,انْصَرَفَ عَنِ الِاجْتِمَاعِ فَجْأَةً.,그는 (갑자기) 회의에서 떠났다.
14과,انْكَسَرَ,깨졌다,انْكَسَرَ الزُّجَاجُ.,유리가 (깨졌다).
14과,الزُّجَاجُ,유리,انْكَسَرَ الزُّجَاجُ.,(유리)가 깨졌다.
14과,انْسَحَبَ,철수했다,انْسَحَبَ الْجَيْشُ مِنَ الْمِنْطَقَةِ.,군대는 그 지역에서 (철수했다).
14과,الْجَيْشُ,군대,انْسَحَبَ الْجَيْشُ مِنَ الْمِنْطَقَةِ.,(군대)는 그 지역에서 철수했다.
14과,انْعَقَدَ,열렸다,انْعَقَدَ اجْتِمَاعُ صُنْدُوقِ النَّقْدِ الدَّوْلِيِّ أَمْسِ.,국제통화기금(IMF) 회의가 어제 (열렸다/개최되었다).
14과,صُنْدُوقِ,기금,انْعَقَدَ اجْتِمَاعُ صُنْدُوقِ النَّقْدِ الدَّوْلِيِّ أَمْسِ.,국제통화(기금) 회의가 어제 열렸다.
14과,انْقَطَعَتِ,끊겼다,انْقَطَعَتِ الْعَلَاقَةُ بَيْنَ الصَّدِيقَيْنِ بِسَبَبِ خِلَافَاتِ الْآرَاءِ.,의견 차이로 인해 두 친구 사이의 관계가 (끊겼다/단절되었다).
14과,الْآرَاءِ,의견,بِسَبَبِ خِلَافَاتِ الْآرَاءِ.,(의견) 차이들 때문에.
14과,انْضَمَّتْ,가입했다,انْضَمَّتْ كُورِيَا الْجَنُوبِيَّةُ إِلَى الْأُمَمِ الْمُتَّحِدَةِ.,한국은 유엔(UN)에 (가입했다).
14과,الْأُمَمِ الْمُتَّحِدَةِ,유엔,انْضَمَّتْ كُورِيَا الْجَنُوبِيَّةُ إِلَى الْأُمَمِ الْمُتَّحِدَةِ.,한국은 (유엔)에 가입했다.
14과,انْزَعَجْتُ,짜증났다,انْزَعَجْتُ مِنْ ضَجِيجِ السَّيَّارَاتِ.,나는 자동차 소음에 (짜증났다/방해받았다).
14과,ضَجِيجِ,소음,انْزَعَجْتُ مِنْ ضَجِيجِ السَّيَّارَاتِ.,나는 자동차 (소음)에 짜증났다.
14과,اجْتَمَعَ,모였다,اجْتَمَعَ الْمُدِيرُ بِالْمُوَظَّفِينَ.,이사는 직원들과 (모였다/회의했다).
14과,اسْتَمَعَ,들었다,اسْتَمَعَ الطَّالِبُ لِمُحَاضَرَةِ الْأُسْتَاذِ.,학생은 교수님의 강의를 (들었다/경청했다).
14과,انْتَظَرَ,기다렸다,انْتَظَرَ أَحْمَدُ صَدِيقَهُ سَاعَةً.,아흐마드는 친구를 한 시간 (기다렸다).
14과,انْتَقَلَ,이사했다,انْتَقَلَ خَالِدٌ إِلَى بَيْتٍ جَدِيدٍ.,칼리드는 새 집으로 (이사했다/이동했다).
14과,اتَّصَلَ,연락했다,اتَّصَلَ بِي صَدِيقِي أَمْسِ.,내 친구가 어제 나에게 (연락했다/전화했다). (w -> t 동화)
14과,اتَّفَقَ,동의했다,اتَّفَقَ الرَّئِيسَانِ عَلَى تَوْقِيعِ اتِّفَاقِيَّةِ السَّلَامِ.,두 대통령은 평화 협정에 서명하기로 (동의했다). (w -> t 동화)
14과,ازْدَحَمَ,붐볐다,ازْدَحَمَ الشَّارِعُ بِالسَّيَّارَاتِ.,거리는 차들로 (붐볐다). (t -> d 동화)
14과,ازْدَهَرَ,번영했다,ازْدَهَرَ اقْتِصَادُ الْبِلَادِ.,국가 경제가 (번영했다). (t -> d 동화)
14과,اصْطَدَمَتِ,충돌했다,اصْطَدَمَتِ السَّيَّارَتَانِ فِي الطَّرِيقِ السَّرِيعِ.,두 자동차가 고속도로에서 (충돌했다). (t -> ṭ 동화)
14과,اضْطَرَبَتِ,불안정했다,اضْطَرَبَتِ الْأَسْوَاقُ الْمَالِيَّةُ.,금융 시장이 (불안정했다/동요했다). (t -> ṭ 동화)
14과,اخْتِلَافَاتٌ,차이점,هُنَاكَ اخْتِلَافَاتٌ كَثِيرَةٌ بَيْنَ التَّعْلِيمِ فِي الْمَاضِي وَالتَّعْلِيمِ فِي الْحَاضِرِ.,과거 교육과 현재 교육 사이에는 많은 (차이점)들이 있다.
14과,الْمَاضِي,과거,بَيْنَ التَّعْلِيمِ فِي الْمَاضِي وَالتَّعْلِيمِ فِي الْحَاضِرِ.,(과거) 교육과 현재 교육 사이에.
14과,الْحَاضِرِ,현재,بَيْنَ التَّعْلِيمِ فِي الْمَاضِي وَالتَّعْلِيمِ فِي الْحَاضِرِ.,과거 교육과 (현재) 교육 사이에.
14과,فُرَصُ,기회,كَانَتْ فُرَصُ التَّعْلِيمِ قَلِيلَةً فِي الْمَاضِي.,과거에는 교육 (기회)가 적었다.
14과,الْأَغْنِيَاءِ,부자,كَانَ يَلْتَحِقُ بِالْمَدَارِسِ طُلَّابٌ قَلِيلُونَ، هُمْ فِي الْغَالِبِ أَبْنَاءُ الْأَغْنِيَاءِ.,"소수의 학생들, 주로 (부자)들의 자녀들이 학교에 입학하곤 했다."
14과,أَصْبَحَ,되었다,الْيَوْمَ أَصْبَحَ التَّعْلِيمُ حَقًّا لِكُلِّ النَّاسِ.,오늘날 교육은 모든 사람의 권리가 (되었다).
14과,حَقًّا,권리,الْيَوْمَ أَصْبَحَ التَّعْلِيمُ حَقًّا لِكُلِّ النَّاسِ.,오늘날 교육은 모든 사람의 (권리)가 되었다.
14과,يُسَافِرُونَ,한정되었다,كَانَ الطُّلَّابُ فِي الْمَاضِي يُسَافِرُونَ لِطَلَبِ الْعِلْمِ، وَكَانُوا يُوَاجِهُونَ سَفَرَهُمْ كَثِيرًا مِنَ التَّعَبِ.,"과거에 학생들은 지식을 구하러 여행을 떠났고, 여행에서 많은 피로에 직면하곤 했다. (Note: 문장 내 'iqtaṣara'는 없으나 문맥상 추출)"
14과,يُوَاجِهُونَ,직면하곤했다,كَانُوا يُوَاجِهُونَ سَفَرَهُمْ كَثِيرًا مِنَ التَّعَبِ.,그들은 여행에서 많은 피로에 (직면하곤 했다).
14과,التَّعَبِ,피로,كَانُوا يُوَاجِهُونَ سَفَرَهُمْ كَثِيرًا مِنَ التَّعَبِ.,그들은 여행에서 많은 (피로/고생)에 직면하곤 했다.
14과,يَتَعَلَّمُ,배운다,مِنْ نَاحِيَةٍ أُخْرَى، يَسْتَطِيعُ الطَّالِبُ أَنْ يَتَعَلَّمَ فِي بَيْتِهِ عَنْ طَرِيقِ الْإِنْتَرْنِت.,"반면에, 학생은 인터넷을 통해 집에서 (배운다/배울 수 있다)."
14과,يَحْصُلَ,얻는다,وَأَنْ يَحْصُلَ عَلَى مَعْلُومَاتٍ مُخْتَلِفَةٍ.,그리고 다양한 정보를 (얻는다/얻을 수 있다).
14과,مَعْلُومَاتٍ,정보,وَأَنْ يَحْصُلَ عَلَى مَعْلُومَاتٍ مُخْتَلِفَةٍ.,그리고 다양한 (정보)를 얻을 수 있다.
14과,يَطْلُبُ,요구된다,مِنَ الِاخْتِلَافَاتِ أَيْضًا أَنَّ الْمُعَلِّمَ كَانَ لَا يَطْلُبُ أَجْرًا عَلَى عَمَلِهِ فِي الْمَاضِي.,또 다른 차이점은 과거에는 교사가 자신의 일에 대해 보수를 (요구하지/바라지) 않았다는 것이다.
14과,أَجْرًا,보수,كَانَ لَا يَطْلُبُ أَجْرًا عَلَى عَمَلِهِ.,그는 자신의 일에 대해 (보수/대가)를 요구하지 않았다.
14과,اخْتَلَفَ,달라졌다,وَلٰكِنَّ الْيَوْمَ اخْتَلَفَ الْأَمْرُ.,그러나 오늘날은 상황이 (달라졌다).
14과,الْأَمْرُ,상황,وَلٰكِنَّ الْيَوْمَ اخْتَلَفَ الْأَمْرُ.,그러나 오늘날은 (상황/일)이 달라졌다.
14과,شَهَادَةٍ,학위,فَالْمُعَلِّمُ يَطْلُبُ كَثِيرًا مِنَ الْأَجْرِ، وَيُفَكِّرُ فِي الشَّهَادَةِ قَبْلَ الْعِلْمِ.,"교사는 많은 보수를 요구하고, 지식보다 (학위/자격증)를 먼저 생각한다."
14과,تَعَثَّرَ,넘어졌다,تَعَثَّرَ أَثْنَاءَ سَيْرِهِ فَانْكَسَرَتْ رِجْلُهُ.,그는 걷는 도중 (넘어졌다/비틀거렸다) 그래서 다리가 부러졌다.
14과,انْكَسَرَتْ,부러졌다,تَعَثَّرَ أَثْنَاءَ سَيْرِهِ فَانْكَسَرَتْ رِجْلُهُ.,그는 걷는 도중 넘어져서 다리가 (부러졌다).
14과,انْعَقَدَ,열렸다,انْعَقَدَ الِاجْتِمَاعُ فِي مَوْعِدِهِ.,회의가 제시간에 (열렸다).
14과,مَوْعِدِهِ,제시간,انْعَقَدَ الِاجْتِمَاعُ فِي مَوْعِدِهِ.,회의가 (제시간/약속된 시간)에 열렸다.
14과,يَنْتَظِرُ,기다리고,كَانَ يَنْتَظِرُ دَوْرَهُ أَمَامَ غُرْفَةِ الْفَحْصِ.,그는 진찰실 앞에서 자신의 차례를 (기다리고) 있었다.
14과,دَوْرَهُ,차례,كَانَ يَنْتَظِرُ دَوْرَهُ أَمَامَ غُرْفَةِ الْفَحْصِ.,그는 진찰실 앞에서 자신의 (차례)를 기다리고 있었다.
14과,يَزْدَحِمُ,붐빈다,يَزْدَحِمُ الشَّارِعُ بِالسَّيَّارَاتِ فِي وَقْتِ الذُّرْوَةِ.,피크 타임(러시아워)에는 거리가 차들로 (붐빈다).
14과,الذُّرْوَةِ,피크,فِي وَقْتِ الذُّرْوَةِ.,(피크/절정) 타임에.
14과,اسْتَمَعْتَ,들었니,هَلِ اسْتَمَعْتَ إِلَى الْأُغْنِيَةِ الْجَدِيدَةِ؟,너는 그 새 노래를 (들었니)?
14과,تَحْتَاجُ,필요하다,تَحْتَاجُ الْمَدْرَسَةُ إِلَى مُعَلِّمَاتٍ نَشِيطَاتٍ.,그 학교는 활기찬 여선생님들이 (필요하다).
14과,تُعْتَبَرُ,여겨진다,تُعْتَبَرُ النِّسَاءُ الزِّينَةَ مُهِمَّةً.,여성들은 장식을 중요하게 (여긴다/생각한다).
14과,اتَّصَلَ,연락했다,اتَّصَلَ بِي صَدِيقِي سَمِيرٌ مِنْ لُبْنَانَ.,레바논에 있는 내 친구 사미르가 나에게 (연락했다).
14과,اتَّخَذَ,내렸다,اتَّخَذَ الْمُدِيرُ قَرَارًا بِتَوْظِيفِ الْمُوَظَّفِينَ الْجُدُدِ.,이사는 신입 사원 채용 결정을 (내렸다/취했다).
14과,قَرَارًا,결정,اتَّخَذَ الْمُدِيرُ قَرَارًا بِتَوْظِيفِ الْمُوَظَّفِينَ الْجُدُدِ.,이사는 신입 사원 채용 (결정)을 내렸다.
14과,تَتَكَوَّنُ,구성된다,تَتَكَوَّنُ أُسْرَتِي مِنْ خَمْسَةِ أَفْرَادٍ.,내 가족은 5명으로 (구성된다).
